bedrooms,bathrooms,stories,mainroad,guestroom,basement,airconditioning,parking,furnishingstatus,price_scaled,area_scaled
3,2,1,1,0,1,0,0,1,0.2583728168758478,0.1610304178261817
3,1,1,1,0,0,0,1,1,0.2583728168758478,2.358583457253439
3,1,2,1,1,1,1,2,0,0.2583728168758478,1.4973491039949898
4,2,1,1,0,0,1,0,0,0.2583728168758478,0.06887050843522939
3,1,2,1,1,1,0,1,0,0.2583728168758478,-0.6223288119969128
4,2,2,1,1,0,0,2,1,0.2583728168758478,2.142468469731656
3,1,1,1,0,0,1,2,2,0.2583728168758478,1.5526450496295612
2,2,1,1,0,0,1,2,1,0.2770849953963496,-0.2536891744331036
3,1,1,1,0,1,1,2,0,0.2957971739168515,1.220869375822133
3,2,1,1,1,1,0,0,0,0.32947909525375485,0.598789987433205
3,2,2,1,1,1,0,1,2,0.3332215309578552,0.718597869641443
3,1,1,1,1,1,1,0,1,0.35193370947835706,0.7715898175412406
3,2,1,1,1,1,1,0,2,0.37064588799885895,-0.9218485175175077
4,1,4,1,1,0,1,0,2,0.37064588799885895,0.4881980961640623
3,1,3,1,1,0,1,0,1,0.37064588799885895,0.43751014599903854
4,2,2,1,1,1,0,0,1,0.37064588799885895,0.6679099194764193
4,2,2,0,1,1,0,1,2,0.3893580665193608,-1.0752947666534434
3,1,1,1,0,0,0,2,1,0.3893580665193608,1.30381329427399
3,1,1,1,1,1,0,0,1,0.4043278093357623,0.8061497835628477
3,3,2,1,0,1,0,0,1,0.40807024503986267,-0.8527285854742935
3,2,2,1,0,0,0,2,1,0.40807024503986267,-0.691448744040127
3,2,1,1,0,1,0,2,2,0.40807024503986267,0.43751014599903854
4,1,2,1,0,0,1,2,1,0.4267824235603645,-0.34584908382405594
5,1,2,1,1,1,1,0,2,0.4267824235603645,0.11495046313070553
4,2,2,1,0,0,0,1,1,0.4454946020808664,2.465028152599989
5,2,3,0,0,1,0,0,0,0.4454946020808664,-0.16152926504215134
4,1,2,1,1,1,1,1,2,0.4454946020808664,-0.20760921973762747
3,1,4,1,0,0,0,0,2,0.4454946020808664,-0.06936935565119905
2,1,1,1,0,0,0,1,1,0.4454946020808664,2.465028152599989
3,2,2,1,0,0,0,1,1,0.4454946020808664,0.1610304178261817
3,1,3,1,0,0,0,0,1,0.4454946020808664,0.5573180282072765
4,2,1,1,0,1,0,0,1,0.4454946020808664,0.6679099194764193
3,1,2,1,1,1,1,0,0,0.4454946020808664,-0.00670061726535149
4,2,2,1,1,1,0,1,1,0.47356286986161916,0.6955578922937049
4,2,2,1,0,0,1,2,0,0.5203433161628738,0.11495046313070553
4,1,2,1,0,0,0,1,1,0.5203433161628738,-0.23525719255491317
3,1,3,1,0,0,1,0,1,0.5203433161628738,-0.06936935565119905
3,1,1,1,1,1,1,2,2,0.5203433161628738,0.5573180282072765
3,2,4,1,0,0,1,0,0,0.5203433161628738,0.2992702819126101
3,2,4,1,0,0,1,0,0,0.5390554946833757,0.3914301913035624
3,1,1,1,0,1,0,2,1,0.5540252374997772,0.8522297382583238
4,1,4,1,1,0,0,0,1,0.5577676732038775,0.31217266922734344
3,1,3,1,0,0,1,0,1,0.5577676732038775,0.022790553739753243
3,1,3,1,0,0,1,0,0,0.5577676732038775,-0.16152926504215134
3,1,1,1,1,1,0,0,0,0.5877071588366805,-0.16152926504215134
3,1,3,1,1,0,1,1,2,0.5914495945407808,0.1610304178261817
3,1,3,1,0,0,0,2,1,0.5914495945407808,2.9073957176765597
3,1,1,1,0,1,0,2,0,0.5951920302448812,0.9259576657710856
3,2,3,1,0,0,1,0,0,0.5951920302448812,0.6218299647809431
3,1,1,1,0,0,1,2,1,0.6288739515817846,4.815105842069273
4,1,2,1,1,0,1,0,2,0.632616387285885,-0.6684087666923889
3,1,1,1,0,1,1,0,2,0.632616387285885,0.5849660010245622
3,1,1,1,0,1,1,2,1,0.632616387285885,0.861445729197419
3,1,1,1,1,1,0,2,2,0.632616387285885,0.6402619466591336
3,1,2,1,1,1,1,0,1,0.632616387285885,0.9586744336048737
4,2,1,1,0,1,0,1,1,0.632616387285885,0.5084732762300718
4,2,2,1,0,0,0,0,2,0.632616387285885,0.9996855932838475
3,2,4,1,0,0,0,1,2,0.632616387285885,0.6333499534548122
2,1,1,1,1,1,0,2,2,0.6700407443268886,0.7600698288673715
3,1,1,1,1,1,1,2,1,0.6700407443268886,1.3130292852130854
3,2,1,1,1,1,0,0,0,0.6700407443268886,0.8061497835628477
6,2,2,1,0,0,0,0,2,0.703722665663792,-0.39192903851953204
3,1,1,1,0,1,0,2,2,0.703722665663792,2.059524551279799
4,2,2,1,1,0,0,1,1,0.7074651013678924,0.6748219126807407
3,1,1,1,1,1,0,2,1,0.7074651013678924,0.6679099194764193
3,1,3,1,0,0,1,2,0,0.7074651013678924,1.4844467166802566
4,1,3,1,0,0,0,1,1,0.7168211906281433,-0.8803765582915792
3,1,3,1,0,1,0,0,0,0.7261772798883943,0.5849660010245622
3,1,4,1,0,0,1,0,0,0.7448894584088961,-0.2997691291285798
4,2,1,1,0,1,1,0,1,0.7448894584088961,0.1379904404784436
3,2,4,1,1,0,1,1,1,0.763601636929398,0.1610304178261817
3,2,3,1,1,0,1,0,2,0.763601636929398,0.5527100327377289
3,2,1,1,1,1,0,2,2,0.763601636929398,0.1610304178261817
3,2,1,1,0,1,1,0,0,0.7823138154498999,0.6679099194764193
3,1,3,1,0,0,0,1,0,0.7823138154498999,0.1610304178261817
4,1,3,1,1,1,0,0,0,0.8010259939704018,0.3914301913035624
3,2,3,1,0,0,1,0,0,0.8159957367868031,0.6679099194764193
3,2,1,1,0,1,1,3,1,0.8197381724909035,0.9443896476492761
4,2,4,1,0,0,0,1,1,0.8197381724909035,0.3914301913035624
3,2,3,1,0,0,1,2,1,0.8197381724909035,-0.48408894791048435
3,1,1,1,0,1,0,1,2,0.8197381724909035,1.7738288321678468
3,1,1,1,1,1,1,1,1,0.8197381724909035,0.575750010085467
3,2,4,1,1,0,1,0,2,0.8758747080524092,-0.16152926504215134
2,1,1,1,1,1,0,2,2,0.88335957946061,0.7370298515196335
5,3,2,1,0,0,0,2,2,0.894586886572911,1.580293022446847
3,1,2,1,0,0,1,0,1,0.894586886572911,-0.06936935565119905
3,1,1,1,0,1,0,2,1,0.9132990650934129,-0.5486008844841509
3,1,1,1,1,1,1,2,0,0.9132990650934129,1.041157552509776
3,1,2,1,0,0,0,2,1,0.9320112436139147,-0.6407607938751032
3,2,3,1,0,0,1,0,2,0.9320112436139147,1.4282291719517757
3,1,3,1,0,1,0,0,0,0.9320112436139147,0.7001658877632526
3,2,4,1,0,0,1,0,1,0.9694356006549184,0.3914301913035624
3,2,2,1,0,1,1,1,1,0.9881477791754203,-0.5301689026059605
3,2,1,1,0,1,1,1,2,0.9881477791754203,2.465028152599989
3,1,2,1,0,0,0,1,1,0.995632650583621,0.3914301913035624
3,1,2,1,0,1,0,1,2,1.006859957695922,-0.51173692072777
4,2,2,1,0,0,0,0,1,1.006859957695922,-0.41036102039772254
3,2,3,1,0,0,1,0,2,1.006859957695922,0.5849660010245622
3,2,3,1,0,0,1,0,2,1.006859957695922,0.6218299647809431
3,1,1,1,1,1,1,2,2,1.006859957695922,0.25319032721713397
3,2,3,1,1,0,1,0,2,1.006859957695922,0.3914301913035624
2,2,4,1,0,1,0,0,2,1.025572136216424,0.6679099194764193
3,1,4,1,0,0,1,0,0,1.0442843147369258,-0.060153364712103814
4,2,4,1,0,0,1,0,0,1.0629964932574278,0.3914301913035624
4,2,2,1,0,0,0,2,2,1.0817086717779296,3.1976994322580596
3,2,2,1,0,1,1,0,1,1.0817086717779296,-0.5301689026059605
3,1,1,1,0,0,1,1,2,1.1191330288189334,0.3914301913035624
3,2,1,1,0,0,0,2,0,1.1378452073394352,1.174789421126657
3,2,2,1,0,1,1,1,2,1.156557385859937,1.7185328865332754
2,1,1,1,0,1,0,1,2,1.156557385859937,3.7091869293778448
3,1,1,1,0,1,1,1,2,1.1939817429009407,2.776067846794453
4,2,3,1,0,0,1,2,2,1.2126939214214427,0.5573180282072765
2,1,1,1,0,0,1,1,1,1.2314060999419445,1.7185328865332754
4,2,2,1,0,0,1,1,2,1.2314060999419445,0.5020220825727052
3,2,2,1,1,0,0,1,1,1.2688304569829483,0.3914301913035624
4,2,4,1,1,0,1,1,1,1.3062548140239518,1.1655734301875615
3,2,4,1,1,0,1,1,2,1.3062548140239518,0.3914301913035624
4,2,4,1,1,0,1,1,2,1.3249669925444538,1.7738288321678468
4,1,2,1,0,1,0,1,1,1.3773610924018589,2.8981797267374647
4,2,4,1,1,0,1,1,2,1.3811035281059594,0.3914301913035624
3,2,4,1,0,0,1,2,1,1.3811035281059594,-0.00024942360798482966
3,2,2,1,1,0,1,1,1,1.3811035281059594,0.3914301913035624
3,1,2,1,0,0,1,1,0,1.3811035281059594,0.3914301913035624
3,2,1,1,1,1,1,0,1,1.4185278851469632,1.054981538918419
3,2,4,1,0,0,0,1,0,1.4185278851469632,1.054981538918419
3,1,4,1,0,0,1,1,0,1.4185278851469632,0.5411900440638598
3,2,2,1,0,1,0,1,0,1.437240063667465,-0.39192903851953204
3,1,4,1,0,0,1,3,2,1.4559522421879667,0.6679099194764193
3,2,4,1,0,0,1,1,2,1.4746644207084687,0.3914301913035624
4,2,4,1,0,0,1,1,2,1.4933765992289705,0.3914301913035624
3,2,3,1,0,0,1,0,1,1.4933765992289705,0.3914301913035624
3,2,4,1,0,0,1,2,0,1.568225313310978,0.6126139738418479
4,2,4,1,0,0,0,2,1,1.568225313310978,0.3914301913035624
3,2,4,1,0,0,1,0,2,1.6430740273929854,0.5573180282072765
3,1,2,1,0,1,1,0,2,1.6617862059134874,0.6448699421286812
4,2,4,1,0,0,1,1,1,1.6804983844339891,0.3914301913035624
3,1,4,1,1,0,1,2,0,1.708566652214742,0.3914301913035624
4,2,4,1,0,0,1,2,2,1.717922741474993,1.7738288321678468
3,2,3,1,0,0,0,1,2,1.7516046628118962,1.0743351198905189
3,2,4,1,0,0,1,2,2,1.7718886643281202,0.8522297382583238
5,1,2,1,1,1,1,1,2,1.7927714555570002,0.778501810745562
3,3,2,1,1,1,0,1,0,1.830195812598004,0.37299820942537193
4,2,2,1,0,0,1,1,2,1.8863323481595096,-0.12466530128577041
3,1,1,1,0,0,0,1,1,1.9424688837210151,1.7162288887985016
5,2,2,1,0,1,0,2,0,1.9424688837210151,1.2899893078653473
4,2,2,1,0,1,1,1,1,1.9424688837210151,0.1610304178261817
3,2,4,1,0,0,1,2,0,1.9424688837210151,1.0711095230618355
3,1,4,1,0,0,1,2,1,1.9424688837210151,0.8522297382583238
3,2,4,1,1,1,1,0,1,1.9761508050579186,0.3914301913035624
4,2,2,1,1,1,1,2,2,2.0173175978030224,0.6402619466591336
3,2,2,1,0,0,1,2,2,2.0360297763235247,1.6816689227768944
3,1,1,1,1,1,1,1,2,2.073454133364528,1.3360692625608233
3,2,2,1,1,1,1,1,2,2.073454133364528,-0.2721211563112941
3,2,1,1,1,1,1,2,0,2.09216631188503,0.9236536680363119
3,1,2,1,0,1,0,2,1,2.1295906689260335,-0.38271304758043684
3,2,2,1,0,0,1,1,1,2.1857272044875393,0.5849660010245622
3,2,2,1,1,0,1,2,2,2.204439383008041,-0.2536891744331036
3,2,4,1,0,0,1,2,2,2.241863740049045,1.543429058690466
4,1,2,1,0,1,0,2,1,2.316712454131052,0.3914301913035624
4,2,2,1,1,1,1,1,0,2.316712454131052,0.6679099194764193
4,2,2,1,0,0,0,2,2,2.3915611682130598,-0.7605686760833412
3,2,2,1,0,0,0,0,1,2.3915611682130598,1.220869375822133
4,2,2,1,0,0,1,1,1,2.4289855252540637,0.6448699421286812
4,3,2,1,1,1,0,2,1,2.627334617571383,0.3914301913035624
3,2,4,1,1,0,1,1,0,2.6909560245410895,0.276230304564872
3,1,2,1,0,1,1,2,2,2.6909560245410895,3.7091869293778448
4,1,2,1,1,1,1,2,2,2.7283803815820935,1.3591092399085614
4,3,4,1,0,0,1,2,1,2.878077809746108,1.580293022446847
5,3,2,1,0,0,0,0,0,2.878077809746108,5.091585570242129
3,3,1,1,0,1,1,2,1,3.2523213801561455,1.0826295117357045
4,1,2,1,1,1,1,2,2,3.5517162364841752,1.0457655479793238
4,2,2,1,0,1,1,3,2,3.982096342455718,1.0826295117357045
4,4,4,1,0,0,1,3,2,4.00080852097622,1.7553968502896562
3,2,2,1,0,1,0,2,1,4.00080852097622,2.216196397244418
4,2,3,1,0,0,1,2,2,4.5621738765912765,1.0457655479793238
